KN,US,US,O,O,UN,UN,N,UN,O,O,O,O,XN,XN,US,US,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,US,UN,S,N,N,XN,N,N,O,XN,XN,XN,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,B,AS,UB,UN,B,B,N,US,B,US,UN,UN,UN,US,UN,UN,UN,US,UN,UN,UN,S,N,UAN,UAN,US,UB,XS,XS,O,UB,UB,B,O,UN,US,N,O
581,毁灭之伤,合成品,1060,,289600,144800,6,178.5,轻盈之刃,远征军之剑,麒麟弯刀,0,,0,,我终于成为了完整的男人了！,,,65,,,100,,,,,,,,,,15,,,,,,,,,,UI/DOTA-ITEM/593.png,4,,,,,90,90,14,,,,2120,35.7,,,13,,,20,,,,,,,,,,3,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1906500581,,,
582,混沌之石,合成品,930,,217700,108850,6,185.5,刺客护符,黑暗法典,禁卫军胸甲,永恒冰柱,,0,,孙悟空孵化器2.0,35,35,35,,,30,30,,,10,10,400,100,,,,,,,,,,,,,UI/DOTA-ITEM/594.png,4,,,,,90,90,14,,,,1860,37.1,7,7,7,,,6,6,,,2,2,80,20,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1906500582,,,
583,巫毒法杖(碎片),碎片,5,,1500,750,5,,,,,,0,0,集齐60个碎片，可以合成巫毒法杖。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/568.png,,,,,,90,90,0,301,321,332,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,301;321;332;10108;10115;10119,,,,Fragment,,,NO,NO,,零件,1905500583,,,
584,远征军之剑(碎片),碎片,5,,1500,750,5,,,,,,0,0,集齐60个碎片，可以合成远征军之剑。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/569.png,,,,,,90,90,0,303,323,338,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,303;323;338;352;371;10109;10116;10121;10126,,,,Fragment,,,NO,NO,,零件,1905500584,,,
585,黑暗法典(碎片),碎片,4.8,,1152,576,5,,,,,,0,0,集齐50个碎片，可以合成黑暗法典。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/570.png,,,,,,90,90,0,279,296,309,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,279;296;309;341;10100;10106;10111;10122,,,,Fragment,,,NO,NO,,零件,1905500585,,,
586,刺客护符(碎片),碎片,4.8,,1152,576,5,,,,,,0,0,集齐50个碎片，可以合成刺客护符。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/571.png,,,,,,90,90,0,276,293,306,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,276;293;306;343;346;365;10099;10105;10110;10123,,,,Fragment,,,NO,NO,,零件,1905500586,,,
587,静息项链(碎片),碎片,5,,1500,750,5,,,,,,0,0,集齐60个碎片，可以合成静息项链。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/572.png,,,,,,90,90,0,299,318,326,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,299;318;326;349;368;10107;10114;10117;10125;10132,,,,Fragment,,,NO,NO,,零件,1905500587,,,
588,完美之匙(碎片),碎片,4.8,,1152,576,5,,,,,,0,0,集齐50个碎片，可以合成完美之匙。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/573.png,,,,,,90,90,0,271,290,315,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,271;290;315;335;357;377;10097;10104;10113;10120,,,,Fragment,,,NO,NO,,零件,1905500588,,,
589,银灵胸甲(碎片),碎片,4.8,,1152,576,5,,,,,,0,0,集齐50个碎片，可以合成银灵胸甲。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/574.png,,,,,,90,90,0,273,290,312,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,273;290;312;329;360;380;10098;10104;10112;10118,,,,Fragment,,,NO,NO,,零件,1905500589,,,
590,龙吼战斧(碎片),碎片,6,,2160,1080,6,,,,,,0,0,集齐60个碎片，可以合成龙吼战斧。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/575.png,,,,,,90,90,0,282,299,326,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,282;299;326;362;382;10101;10107;10117;10130;10137,,,,Fragment,,,NO,NO,,零件,1906500590,,,
591,轻盈之刃(碎片),碎片,6,,2160,1080,6,,,,,,0,0,集齐60个碎片，可以合成轻盈之刃。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/576.png,,,,,,90,90,0,287,293,338,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,287;293;338;354;374;10103;10105;10121;10127;10134,,,,Fragment,,,NO,NO,,零件,1906500591,,,
592,神圣法球(碎片),碎片,6,,2160,1080,6,,,,,,0,0,集齐60个碎片，可以合成神圣法球。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/577.png,,,,,,90,90,0,284,296,332,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,284;296;332;352;371;10102;10106;10119;10126;10133,,,,Fragment,,,NO,NO,,零件,1906500592,,,
593,战争领主的头冠,头像框,,,0,0,4,0,,,,,0,0,可以解锁战争领主头像框。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/602.png,7,,,,,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,AvatarFrame,,,NO,NO,,头像框,1304500593,,,
594,雪人头,头像,,,0,0,4,,,,,,0,0,可以解锁圣诞节头像,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/595.png,3,,,,,1,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,Avatar,,,NO,NO,,头像,1404500594,,,
595,一周年,头像,,,0,0,4,,,,,,0,0,可以解锁一周年头像,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/596.png,3,,,,,1,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,Avatar,,,NO,NO,,头像,1404500595,,,
596,圣诞节的松树,头像框,,,0,0,4,0,,,,,0,0,可以解锁圣诞节头像框。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/597.png,6,,,,,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,AvatarFrame,,,NO,NO,,头像框,1304500596,,,
597,一周年的庆典,头像框,,,0,0,4,0,,,,,0,0,可以解锁一周年头像框。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/598.png,6,,,,,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,AvatarFrame,,,NO,NO,,头像框,1304500597,,,
598,美猴王皮肤,消耗品,500,,,1000000,6,,,,,,599,20,可以激活美猴王皮肤（皮肤可使用至2015年7月31日）,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/599.png,5,皮肤,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,541,Gold,,,,,,,,,,,,,,,,,,2015/07/31 23:59:59,YES,Consumable,Skin,,NO,NO,,消耗品,2206500598,,,
599,美猴王皮肤(碎片),碎片,25,,,50000,6,,,,,,0,0,集齐20个碎片，可以合成美猴王皮肤。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/599.png,9,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Fragment,,,NO,NO,,0,6500599,,,
600,美杜莎的惊鸿一瞥,头像,,,0,0,6,,,,,,0,0,可以解锁一个全新的头像,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/600.png,8,,,,,1,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,Avatar,,,NO,NO,,头像,1406500600,,,
601,灰烬之灵的怒吼,头像,,,0,0,6,,,,,,0,0,可以解锁一个全新的头像,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/601.png,7,,,,,1,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,Avatar,,,NO,NO,,头像,1406500601,,,
602,灵魂石(树精卫士),灵魂石,3,,20000,4000,3,,,,,,0,0,收集30个灵魂石，可以召唤英雄树精卫士。同时也是树精卫士进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/TP.png,9,,,,,1,1,0,10112,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,可从传奇竞技场商店兑换获得;百货小店购买;勇者之书2获取,,999,,,,Gold,,,,,,,,,,,,,,,,10112,,,,Soul,,,NO,NO,,灵魂石,1603500602,,,
603,灵魂石(幻影刺客),灵魂石,3,,20000,4000,3,,,,,,0,0,收集80个灵魂石，可以召唤英雄幻影刺客。同时也是幻影刺客进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/PA.png,9,,,,,1,1,0,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,魂匣召唤获取;披萨商店获取,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Soul,,,NO,NO,YES,灵魂石,1603500603,,,
604,小米贵宾证,消耗品,,,,0,6,,,,,,0,0,小米贵宾用户身份证明,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z10_s.png,5,其他,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,1,,,,Gold,,,,,,,,,,,,,,,,,,,,Consumable,Other,,NO,NO,,消耗品,2206500604,,,
605,360贵宾证,消耗品,,,,0,6,,,,,,0,0,360贵宾用户身份证明,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z10_s.png,6,其他,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,1,,,,Gold,,,,,,,,,,,,,,,,,,,,Consumable,Other,,NO,NO,,消耗品,2206500605,,,
606,UC贵宾证,消耗品,,,,0,6,,,,,,0,0,UC贵宾用户身份证明,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z10_s.png,5,其他,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,1,,,,Gold,,,,,,,,,,,,,,,,,,,,Consumable,Other,,NO,NO,,消耗品,2206500606,,,
607,多酷贵宾证,消耗品,,,,0,6,,,,,,0,0,多酷贵宾用户身份证明,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z10_s.png,5,其他,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,1,,,,Gold,,,,,,,,,,,,,,,,,,,,Consumable,Other,,NO,NO,,消耗品,2206500607,,,
608,91贵宾证,消耗品,,,,0,6,,,,,,0,0,91贵宾用户身份证明,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z10_s.png,5,其他,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,1,,,,Gold,,,,,,,,,,,,,,,,,,,,Consumable,Other,,NO,NO,,消耗品,2206500608,,,
609,豌豆荚贵宾证,消耗品,,,,0,6,,,,,,0,0,豌豆荚贵宾用户身份证明,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z10_s.png,6,其他,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,1,,,,Gold,,,,,,,,,,,,,,,,,,,,Consumable,Other,,NO,NO,,消耗品,2206500609,,,
610,海市蜃楼,合成品,1000,,296000,0,6,156,幻影水晶,麒麟弯刀,红宝石吊坠,闪避项链,0,0,,水晶中隐约可以看见一座城市,,,40,,,100,,,,,,,,,,15,,,,,,,,,,UI/DOTA-ITEM/z61.png,4,,,,,85,85,0,,,,2000,31.2,,,8,,,20,,,,,,,,,,3,,,,,,,,,,YES,,,999,,YES,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1906500610,,,
611,幻影水晶,卷轴,300,,60000,0,6,0,,,,,612,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z61_s.png,4,,,,,85,85,0,10094,,,600,0,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,999,,,,Gold,,,,,,,,,,,,,,,,10094;10120,,,,Scroll,,,NO,NO,,卷轴,1706500611,,,
612,幻影水晶(碎片),碎片,5,,1000,500,6,0,,,,,0,0,集齐60个碎片，可以合成幻影水晶。用于合成幻影刺客的专属装备。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z61_s.png,8,,,,,85,85,0,10094,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,999,,,,Gold,,,,,,,,,,,,,,,,10094;10120,,,,Fragment,,幻影刺客,NO,NO,,卷轴,1706500612,,,
613,PP贵宾证,消耗品,,,,0,6,,,,,,0,0,PP贵宾用户身份证明,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z10_s.png,5,其他,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,1,,,,Gold,,,,,,,,,,,,,,,,,,,,Consumable,Other,,NO,NO,,消耗品,2206500613,,,
614,灵魂石(机甲浣熊),灵魂石,3,,20000,4000,3,,,,,,0,0,收集80个灵魂石，可以召唤英雄机甲浣熊。同时也是机甲浣熊进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/ExLoz.png,9,,,,,1,1,0,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,星际旅行商人,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Soul,,,NO,NO,,灵魂石,1603500614,,,
615,路西法之翼,合成品,1050,,252500,0,6,154,堕天之证,泰坦战斧,禁卫军胸甲,永恒冰柱,0,0,,每一位恶魔都是折翼的天使,60,,,,,,,25,25,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z65.png,5,,,,,85,85,0,,,,2100,25.5,15,,,,,,,3,3,,,,,,,,,,,,,,,,,YES,,,999,,YES,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1906500615,,,
616,堕天之证,卷轴,300,,60000,0,6,0,,,,,617,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z65_s.png,4,,,,,85,85,0,10094,,,600,0,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,999,,,,Gold,,,,,,,,,,,,,,,,10094;10122,,,,Scroll,,,NO,NO,,卷轴,1706500616,,,
617,堕天之证(碎片),碎片,5,,1000,500,6,0,,,,,0,0,集齐60个碎片，可以合成堕天之证。用于合成末日使者的专属装备。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z65_s.png,8,,,,,85,85,0,10094,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,999,,,,Gold,,,,,,,,,,,,,,,,10094;10122,,,,Fragment,,末日使者,NO,NO,,卷轴,1706500617,,,
618,灵魂石(冰魂),灵魂石,3,,20000,4000,3,,,,,,0,0,收集30个灵魂石，可以召唤英雄冰魂。同时也是冰魂进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/AA.png,7,,,,,1,1,0,10118,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,可从传奇竞技场商店兑换获得;百货小店购买,,999,,,,Gold,,,,,,,,,,,,,,,,10118,,,,Soul,,,NO,NO,,灵魂石,1603500618,,,
619,联想贵宾证,消耗品,,,,0,6,,,,,,0,0,联想贵宾用户身份证明,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z10_s.png,5,其他,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,1,,,,Gold,,,,,,,,,,,,,,,,,,,,Consumable,Other,,NO,NO,,消耗品,2206500619,,,
620,灵魂石(末日使者),灵魂石,3,,20000,4000,3,,,,,,0,0,收集80个灵魂石，可以召唤英雄末日使者。同时也是末日使者进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/DOOM.png,9,,,,,1,1,0,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,魂匣召唤获取;披萨商店获取,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Soul,,,NO,NO,YES,灵魂石,1603500620,,,
621,灵魂石(流浪剑客),灵魂石,3,,20000,4000,3,,,,,,0,0,收集80个灵魂石，可以召唤英雄流浪剑客。同时也是流浪剑客进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/Sven.png,9,,,,,1,1,0,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,魂匣召唤获取;披萨商店获取,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Soul,,,NO,NO,YES,灵魂石,1603500621,,,
622,灵魂石(龙骑士),灵魂石,3,,20000,4000,3,,,,,,0,0,收集80个灵魂石，可以召唤英雄龙骑士。同时也是龙骑士进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/DK.png,8,,,,,1,1,0,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,魂匣召唤获取;披萨商店获取,,1000,,,,Gold,,,,,,,,,,,,,,,,,,,,Soul,,,NO,NO,YES,灵魂石,1603500622,,,
623,新春的鞭炮,头像框,,,0,0,4,0,,,,,0,0,可以解锁春节头像框。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/604.png,5,,,,,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,AvatarFrame,,,NO,NO,,头像框,1304500623,,,
624,第一赛季的斗士,头像框,,,0,0,4,0,,,,,0,0,可以解锁线下赛第一赛季头像框。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/603.png,7,,,,,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,AvatarFrame,,,NO,NO,,头像框,1304500624,,,
625,福字中国结,头像,,,0,0,6,,,,,,0,0,可以解锁春节头像,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/608.png,5,,,,,1,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,Avatar,,,NO,NO,,头像,1406500625,,,
626,冠军的权剑,头像,,,0,0,6,,,,,,0,0,可以解锁一个线下赛冠军的头像,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/605.png,5,,,,,1,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,Avatar,,,NO,NO,,头像,1406500626,,,
627,亚军的授剑,头像,,,0,0,6,,,,,,0,0,可以解锁一个线下赛亚军的头像,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/606.png,5,,,,,1,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,Avatar,,,NO,NO,,头像,1406500627,,,
628,季军的佩剑,头像,,,0,0,6,,,,,,0,0,可以解锁一个线下赛季军的头像,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/607.png,5,,,,,1,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,YES,,,Gold,,,,,,,,,,,,,,,,,,,,Avatar,,,NO,NO,,头像,1406500628,,,
629,灵魂石(军团指挥),灵魂石,3,,20000,4000,3,,,,,,0,0,收集30个灵魂石，可以召唤英雄军团指挥。同时也是军团指挥进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/LC.png,9,,,,,1,1,0,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,可从传奇竞技场商店兑换获得;百货小店购买,,1000,,,,Gold,,,,,,,,,,,,,,,,,,,,Soul,,,NO,NO,,灵魂石,1603500629,,,
630,灵魂石(炸弹人),灵魂石,3,,20000,4000,3,,,,,,0,0,收集30个灵魂石，可以召唤英雄炸弹人。同时也是炸弹人进化的必备材料。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-HERO/GT.png,8,,,,,1,1,0,10119,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,可从永生梦境商店兑换获得;百货小店购买,,1000,,,,Gold,,,,,,,,,,,,,,,,10119,,,,Soul,,,NO,NO,,灵魂石,1603500630,,,
631,死者之书,合成品,1000,,230000,0,6,156,怨灵精华,水晶球,巫师之冠,红宝石吊坠,0,0,,在遥远的东方我叫做生死簿,,50,,800,,,180,,,,20,,,,,,,,,,,,,,,UI/DOTA-ITEM/z40.png,4,,,,,85,85,0,,,,2000,22.2,,8,,100,,,20,,,,4,,,,,,,,,,,,,,,YES,,,999,,YES,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1906500631,,,
632,怨灵精华,卷轴,300,,60000,0,6,0,,,,,633,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z40_s.png,4,,,,,85,85,0,10085,,,600,0,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,999,,,,Gold,,,,,,,,,,,,,,,,10128;10110;10085,,,,Scroll,,,NO,NO,,卷轴,1706500632,,,
633,怨灵精华(碎片),碎片,5,,1000,500,6,0,,,,,0,0,集齐60个碎片，可以合成怨灵精华。用于合成黑暗先知的专属装备。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z40_s.png,8,,,,,85,85,0,10085,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,999,,,,Gold,,,,,,,,,,,,,,,,10128;10110;10085,,,,Fragment,,黑暗先知,NO,NO,,卷轴,1706500633,,,
634,毁灭之石,合成品,1000,,230000,0,6,160,陨石,水晶球,巫师之冠,禁卫军胸甲,0,0,,其实你足够大你就能毁灭世界,,60,,400,,,200,15,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z43.png,4,,,,,85,85,0,,,,2000,21.6,,9,,50,,,25,2,,,,,,,,,,,,,,,,,,YES,,,999,,YES,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1906500634,,,
635,陨石,卷轴,300,,60000,0,6,0,,,,,636,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z43_s.png,2,,,,,85,85,0,10090,,,600,0,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,999,,,,Gold,,,,,,,,,,,,,,,,10130;10118;10090,,,,Scroll,,,NO,NO,,卷轴,1706500635,,,
636,陨石(碎片),碎片,5,,1000,500,6,0,,,,,0,0,集齐60个碎片，可以合成陨石。用于合成术士的专属装备。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z43_s.png,6,,,,,85,85,0,10090,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,999,,,,Gold,,,,,,,,,,,,,,,,10130;10118;10090,,,,Fragment,,术士,NO,NO,,卷轴,1706500636,,,
637,麒麟臂,合成品,1100,,275000,0,6,154.5,麒麟之血,泰坦战斧,银月长矛,永恒冰柱,0,0,,我的麒麟臂时常隐隐作痛,60,,,,,80,,,20,10,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z66.png,3,,,,,85,85,0,,,,2200,23.8,9,,,,,12,,,3,2,,,,,,,,,,,,,,,,YES,,,999,,YES,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1906500637,,,
638,麒麟之血,卷轴,300,,60000,0,6,0,,,,,639,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z66_s.png,4,,,,,85,85,0,10096,,,600,0,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,999,,,,Gold,,,,,,,,,,,,,,,,10096;10121,,,,Scroll,,,NO,NO,,卷轴,1706500638,,,
639,麒麟之血(碎片),碎片,5,,1000,500,6,0,,,,,0,0,集齐60个碎片，可以合成麒麟之血。用于合成流浪剑客的专属装备。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z66_s.png,8,,,,,85,85,0,10096,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,999,,,,Gold,,,,,,,,,,,,,,,,10096;10121,,,,Fragment,,流浪剑客,NO,NO,,卷轴,1706500639,,,
640,王大锤皮肤,消耗品,500,,,100000,6,,,,,,641,20,可以激活王大锤皮肤。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/641.png,5,皮肤,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,81,Gold,,,,,,,,,,,,,,,,,,,,Consumable,Skin,,NO,NO,,消耗品,2206500640,,,
641,王大锤皮肤(碎片),碎片,25,,,50000,6,,,,,,0,0,集齐20个碎片，可以合成王大锤皮肤。,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/641.png,9,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,,,Gold,,,,,,,,,,,,,,,,,,,,Fragment,,,NO,NO,,消耗品,2206500641,,,
642,斩龙剑,合成品,910,,230500,0,6,146.5,龙鳞,泰坦战斧,银月长矛,恶魔之矢,0,0,,能够斩龙的只有龙,60,,,,,,,,,10,,,,,,20,,,,,,,,,,UI/DOTA-ITEM/z67.png,3,,,,,85,85,0,,,,1820,22.6,9,,,,,,,,,2,,,,,,3,,,,,,,,,,YES,,,999,,YES,,Gold,,,,,,,,,,,,,,,,,,,,Assembled,,,NO,NO,,合成品,1906500642,,,
643,龙鳞,卷轴,300,,60000,0,6,0,,,,,644,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,UI/DOTA-ITEM/z67_s.png,2,,,,,85,85,0,10085,,,600,0,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,999,,,,Gold,,,,,,,,,,,,,,,,10128;10110;10085,,,,Scroll,,,NO,NO,,卷轴,1706500643,,,
